Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Camera_pea_abundances_eq_med_norm_neored,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-451927,"Interleukin-2 family signaling",4,47,0.003232017604180993,0.7466574976636248,0.8935651416310872,19,59,0.004365196803788103,-1.0,9606,Homo sapiens,"Q8TDQ0;O00182;P29350;P01589","","R-HSA-451942;R-HSA-450054;R-HSA-912527;R-HSA-919404;R-HSA-452100;R-HSA-508292;R-HSA-452097;R-HSA-450063;R-HSA-452108;R-HSA-450027;R-HSA-508247;R-HSA-5340385;R-HSA-453111;R-HSA-913374;R-HSA-453104;R-HSA-452122;R-HSA-913424;R-HSA-508282;R-HSA-452091"
R-HSA-1433559,"Regulation of KIT signaling",4,18,0.0012377939760693166,0.7469568313070902,0.8935651416310872,8,8,5.918910920390648E-4,1.0,9606,Homo sapiens,"P29350;P21583;P10721;P12931","","R-HSA-1433508;R-HSA-205319;R-HSA-1562640;R-HSA-1433506;R-HSA-1433410;R-HSA-205306;R-HSA-1470011;R-HSA-205244"
R-HSA-174577,"Activation of C3 and C5",1,7,4.813643240269564E-4,0.747418511828481,0.8935651416310872,3,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"P06681","","R-HSA-173680;R-HSA-166817;R-HSA-173636"
R-HSA-2206302,"MPS I - Hurler syndrome",1,5,3.438316600192546E-4,0.753365072967547,0.8935651416310872,3,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"P35475","","R-HSA-9036041;R-HSA-2206299;R-HSA-9036037"
R-HSA-379398,"Enzymatic degradation of Dopamine by monoamine oxidase",1,12,8.25195984046211E-4,0.7537144074227062,0.8935651416310872,1,2,1.479727730097662E-4,-1.0,9606,Homo sapiens,"P21964","","R-HSA-379464"
R-HSA-379397,"Enzymatic degradation of dopamine by COMT",1,13,8.939623160500619E-4,0.7537144074227062,0.8935651416310872,2,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"P21964","","R-HSA-9679775;R-HSA-379387"
R-HSA-379401,"Dopamine clearance from the synaptic cleft",1,17,0.0011690276440654655,0.7537144074227062,0.8935651416310872,3,7,5.179047055341817E-4,-1.0,9606,Homo sapiens,"P21964","","R-HSA-9679775;R-HSA-379464;R-HSA-379387"
R-HSA-112311,"Neurotransmitter clearance",1,34,0.002338055288130931,0.7537144074227062,0.8935651416310872,3,13,9.618230245634804E-4,-1.0,9606,Homo sapiens,"P21964","","R-HSA-9679775;R-HSA-379464;R-HSA-379387"
R-HSA-156581,"Methylation",1,52,0.0035758492642002475,0.7537144074227062,0.8935651416310872,1,13,9.618230245634804E-4,-1.0,9606,Homo sapiens,"P21964","","R-HSA-175983"
R-HSA-156580,"Phase II - Conjugation of compounds",1,259,0.017810479988997388,0.7537144074227062,0.8935651416310872,1,72,0.005327019828351583,-1.0,9606,Homo sapiens,"P21964","","R-HSA-175983"
R-HSA-202433,"Generation of second messenger molecules",2,59,0.0040572135882272035,0.7558128317343394,0.8935651416310872,8,17,0.0012577685705830127,-1.0,9606,Homo sapiens,"O75791;P01730","","R-HSA-202241;R-HSA-202375;R-HSA-202245;R-HSA-202325;R-HSA-202331;R-HSA-202248;R-HSA-202216;R-HSA-213407"
R-HSA-6788467,"IL-6-type cytokine receptor ligand interactions",1,17,0.0011690276440654655,0.7559771983147151,0.8935651416310872,4,14,0.0010358094110683633,1.0,9606,Homo sapiens,"Q99650","","R-HSA-448660;R-HSA-6783524;R-HSA-6783552;R-HSA-6784204"
R-HSA-9033241,"Peroxisomal protein import",1,67,0.004607344244258012,0.7574626847326404,0.8935651416310872,3,26,0.0019236460491269607,1.0,9606,Homo sapiens,"Q9UJM8","","R-HSA-9033233;R-HSA-9033235;R-HSA-9033236"
R-HSA-389661,"Glyoxylate metabolism and glycine degradation",1,72,0.004951175904277266,0.7574626847326404,0.8935651416310872,2,23,0.0017016868896123113,1.0,9606,Homo sapiens,"Q9UJM8","","R-HSA-389862;R-HSA-389842"
R-HSA-8985801,"Regulation of cortical dendrite branching",1,4,2.7506532801540364E-4,0.7584797058861861,0.8935651416310872,2,2,1.479727730097662E-4,1.0,9606,Homo sapiens,"Q9Y6N7","","R-HSA-8985812;R-HSA-8985799"
R-HSA-8985586,"SLIT2:ROBO1 increases RHOA activity",1,8,5.501306560308073E-4,0.7584797058861861,0.8935651416310872,2,2,1.479727730097662E-4,1.0,9606,Homo sapiens,"Q9Y6N7","","R-HSA-8985594;R-HSA-8985591"
R-HSA-428890,"Role of ABL in ROBO-SLIT signaling",1,10,6.876633200385092E-4,0.7584797058861861,0.8935651416310872,4,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"Q9Y6N7","","R-HSA-428885;R-HSA-428883;R-HSA-376141;R-HSA-428888"
R-HSA-428543,"Inactivation of CDC42 and RAC1",1,12,8.25195984046211E-4,0.7584797058861861,0.8935651416310872,4,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"Q9Y6N7","","R-HSA-428533;R-HSA-376145;R-HSA-428522;R-HSA-428536"
R-HSA-428540,"Activation of RAC1",1,15,0.0010314949800577637,0.7584797058861861,0.8935651416310872,4,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"Q9Y6N7","","R-HSA-428535;R-HSA-428515;R-HSA-428531;R-HSA-428511"
R-HSA-416700,"Other semaphorin interactions",2,19,0.0013065603080731675,0.7623563031250147,0.8969280266119164,2,9,6.658774785439479E-4,-1.0,9606,Homo sapiens,"P05556;O75326","","R-HSA-434990;R-HSA-434989"
R-HSA-1638091,"Heparan sulfate/heparin (HS-GAG) metabolism",6,88,0.006051437216338881,0.7633430013718437,0.8969280266119164,24,33,0.0024415507546611424,1.0,9606,Homo sapiens,"P13611;P07585;P35475;P31431;P98160;P08236","","R-HSA-2076383;R-HSA-1889981;R-HSA-9638064;R-HSA-2076508;R-HSA-1667005;R-HSA-1678716;R-HSA-1889978;R-HSA-2090037;R-HSA-2024084;R-HSA-2076371;R-HSA-1878002;R-HSA-2024108;R-HSA-2022860;R-HSA-2022856;R-HSA-2076392;R-HSA-2022887;R-HSA-2022919;R-HSA-2024100;R-HSA-2076419;R-HSA-2076611;R-HSA-2022851;R-HSA-1678694;R-HSA-1889955;R-HSA-1678854"
R-HSA-428542,"Regulation of commissural axon pathfinding by SLIT and ROBO",2,12,8.25195984046211E-4,0.7710256897452477,0.9035773503182496,3,5,3.699319325244155E-4,-1.0,9606,Homo sapiens,"P12931;Q9Y6N7","","R-HSA-9011241;R-HSA-373715;R-HSA-428510"
R-HSA-373752,"Netrin-1 signaling",2,59,0.0040572135882272035,0.7710256897452477,0.9035773503182496,10,37,0.0027374963006806747,-1.0,9606,Homo sapiens,"P12931;Q9Y6N7","","R-HSA-373716;R-HSA-418868;R-HSA-418850;R-HSA-373715;R-HSA-418865;R-HSA-374701;R-HSA-418874;R-HSA-418858;R-HSA-418859;R-HSA-418856"
R-HSA-8964026,"Chylomicron clearance",1,9,6.188969880346583E-4,0.7734008849154768,0.9051729885052696,4,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"P01130","","R-HSA-174706;R-HSA-174624;R-HSA-174657;R-HSA-174808"
R-HSA-9013507,"NOTCH3 Activation and Transmission of Signal to the Nucleus",2,28,0.0019254572961078255,0.7750003564533068,0.9058577464827264,15,15,0.0011097957975732466,1.0,9606,Homo sapiens,"Q9UM47;P00533","","R-HSA-9013069;R-HSA-9018573;R-HSA-9018572;R-HSA-157124;R-HSA-2168136;R-HSA-9017797;R-HSA-9013284;R-HSA-157100;R-HSA-9017817;R-HSA-157937;R-HSA-9017855;R-HSA-9013361;R-HSA-9021520;R-HSA-9021523;R-HSA-157145"
R-HSA-8851680,"Butyrophilin (BTN) family interactions",1,12,8.25195984046211E-4,0.7774747814094048,0.9066795626509893,1,8,5.918910920390648E-4,1.0,9606,Homo sapiens,"Q9NNX6","","R-HSA-8851018"
R-HSA-1430728,"Metabolism",53,3633,0.24982808416999036,0.7777340929346671,0.9066795626509893,125,2250,0.166469369635987,-1.0,9606,Homo sapiens,"P06858;Q9BY76;P27352;Q9Y5Y7;Q04760;P30043;P19971;P21964;P20711;P15291;Q8NBJ7;Q8N1Q1;P15090;P98160;Q6UWV6;O95445;P09417;P23280;P12104;P22748;Q9NPH0;P16112;P01222;P09104;P20062;P51161;P51888;P35475;P13686;P31431;Q99983;P07451;Q16773;P01215;Q16698;Q15166;O95544;P01130;Q16853;Q11128;Q13822;P13611;Q9UJM8;P00918;Q9UKK9;O43505;P15289;P00915;Q99895;P07585;P09601;P08236;Q99538","","R-HSA-2046239;R-HSA-3000109;R-HSA-1971487;R-HSA-9603984;R-HSA-1614362;R-HSA-1971482;R-HSA-1971483;R-HSA-209925;R-HSA-2404131;R-HSA-209924;R-HSA-3000103;R-HSA-2046222;R-HSA-2162226;R-HSA-2162227;R-HSA-3000120;R-HSA-3000122;R-HSA-1614336;R-HSA-2022919;R-HSA-2076419;R-HSA-3000112;R-HSA-109343;R-HSA-193052;R-HSA-1678854;R-HSA-5653878;R-HSA-5694071;R-HSA-9638064;R-HSA-2046265;R-HSA-3000074;R-HSA-1237045;R-HSA-5653886;R-HSA-2090037;R-HSA-193064;R-HSA-2160915;R-HSA-1971491;R-HSA-2076508;R-HSA-2046298;R-HSA-163402;R-HSA-1237081;R-HSA-197198;R-HSA-2065233;R-HSA-560473;R-HSA-2046285;R-HSA-196950;R-HSA-5334794;R-HSA-2395768;R-HSA-5246478;R-HSA-70494;R-HSA-2018682;R-HSA-3000137;R-HSA-1678716;R-HSA-163432;R-HSA-194153;R-HSA-175983;R-HSA-2393939;R-HSA-2018659;R-HSA-1678694;R-HSA-1793176;R-HSA-112265;R-HSA-194187;R-HSA-2024084;R-HSA-112266;R-HSA-1606807;R-HSA-8932633;R-HSA-893596;R-HSA-893593;R-HSA-2248891;R-HSA-2424254;R-HSA-3000247;R-HSA-3000243;R-HSA-9605682;R-HSA-1889981;R-HSA-1667005;R-HSA-1889978;R-HSA-2022065;R-HSA-9632034;R-HSA-2022063;R-HSA-2024108;R-HSA-2022061;R-HSA-9632033;R-HSA-209840;R-HSA-2022056;R-HSA-1793186;R-HSA-8878654;R-HSA-2024100;R-HSA-2022052;R-HSA-893616;R-HSA-1889955;R-HSA-2076383;R-HSA-2046175;R-HSA-209859;R-HSA-8938314;R-HSA-1475026;R-HSA-1475025;R-HSA-189384;R-HSA-350158;R-HSA-2076371;R-HSA-2423785;R-HSA-5693319;R-HSA-2022860;R-HSA-2160884;R-HSA-189398;R-HSA-2022856;R-HSA-389842;R-HSA-1475022;R-HSA-1793217;R-HSA-71130;R-HSA-2076611;R-HSA-2160892;R-HSA-2022851;R-HSA-163551;R-HSA-163549;R-HSA-1475017;R-HSA-5696183;R-HSA-2022911;R-HSA-2025724;R-HSA-389862;R-HSA-2025723;R-HSA-3000263;R-HSA-71660;R-HSA-1878002;R-HSA-2429643;R-HSA-2076392;R-HSA-2022887;R-HSA-2046180;R-HSA-1640164"
R-HSA-8876493,"InlA-mediated entry of Listeria monocytogenes into host cells",2,14,9.627286480539128E-4,0.7818236207041614,0.9068913454328233,5,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"P12830;P12931","","R-HSA-8876948;R-HSA-8876497;R-HSA-8876993;R-HSA-8877003;R-HSA-112333"
R-HSA-373755,"Semaphorin interactions",4,70,0.004813643240269564,0.7823723948076073,0.9068913454328233,22,41,0.0030334418467002073,1.0,9606,Homo sapiens,"P05556;P08581;O75326;O14786","","R-HSA-399942;R-HSA-399941;R-HSA-400677;R-HSA-416546;R-HSA-399939;R-HSA-434990;R-HSA-399951;R-HSA-416559;R-HSA-434989;R-HSA-399946;R-HSA-400682;R-HSA-399947;R-HSA-399944;R-HSA-416562;R-HSA-399952;R-HSA-399934;R-HSA-419646;R-HSA-399935;R-HSA-399933;R-HSA-399930;R-HSA-399931;R-HSA-399928"
R-HSA-9623433,"NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis",1,15,0.0010314949800577637,0.7832053426697114,0.9068913454328233,1,6,4.439183190292986E-4,-1.0,9606,Homo sapiens,"P51161","","R-HSA-9607342"
R-HSA-159418,"Recycling of bile acids and salts",1,37,0.002544354284142484,0.7832053426697114,0.9068913454328233,2,12,8.878366380585972E-4,-1.0,9606,Homo sapiens,"P51161","","R-HSA-194187;R-HSA-194153"
R-HSA-194068,"Bile acid and bile salt metabolism",1,121,0.00832072617246596,0.7832053426697114,0.9068913454328233,2,94,0.0069547203314590115,-1.0,9606,Homo sapiens,"P51161","","R-HSA-194187;R-HSA-194153"
R-HSA-195258,"RHO GTPase Effectors",3,326,0.022417824233255397,0.7840090914604028,0.9068913454328233,3,113,0.00836046167505179,1.0,9606,Homo sapiens,"P05556;P12830;P12931","","R-HSA-5672304;R-HSA-5666049;R-HSA-5666104"
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",3,50,0.0034383166001925457,0.7862232723878093,0.9081260993436039,10,38,0.0028114826871855577,-1.0,9606,Homo sapiens,"P46109;P29350;P01589","","R-HSA-508247;R-HSA-453111;R-HSA-912527;R-HSA-913374;R-HSA-912734;R-HSA-453104;R-HSA-909738;R-HSA-914036;R-HSA-912790;R-HSA-913424"
R-HSA-201681,"TCF dependent signaling in response to WNT",3,216,0.014853527712831797,0.7899338877191724,0.9081260993436039,5,71,0.0052530334418467006,-1.0,9606,Homo sapiens,"Q9BQB4;P40818;O94907","","R-HSA-3769401;R-HSA-4641236;R-HSA-5368586;R-HSA-3769397;R-HSA-1458875"
R-HSA-879415,"Advanced glycosylation endproduct receptor signaling",3,16,0.0011002613120616146,0.7916844575369325,0.9081260993436039,3,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"P17931;Q15109;P05067","","R-HSA-879358;R-HSA-879411;R-HSA-879362"
R-HSA-199220,"Vitamin B5 (pantothenate) metabolism",1,35,0.002406821620134782,0.7924835104938195,0.9081260993436039,1,12,8.878366380585972E-4,1.0,9606,Homo sapiens,"Q13822","","R-HSA-8938314"
R-HSA-8963889,"Assembly of active LPL and LIPC lipase complexes",4,30,0.0020629899601155273,0.7935251170643993,0.9081260993436039,6,12,8.878366380585972E-4,1.0,9606,Homo sapiens,"P06858;Q9BY76;Q9Y5C1;Q9NSA1","","R-HSA-6784628;R-HSA-6784676;R-HSA-6784622;R-HSA-8856525;R-HSA-6784861;R-HSA-8857928"
R-HSA-8963899,"Plasma lipoprotein remodeling",4,54,0.0037133819282079493,0.7935251170643993,0.9081260993436039,7,30,0.002219591595146493,1.0,9606,Homo sapiens,"P06858;Q9BY76;Q9Y5C1;Q9NSA1","","R-HSA-6784628;R-HSA-6784676;R-HSA-174757;R-HSA-6784622;R-HSA-8856525;R-HSA-6784861;R-HSA-8857928"
